3,16,27
3,6,11
3,7,8
3,13,22
3,24,37
3,17,21
3,9,7
3,0,7
3,0,7
3,0,7
3,0,7
3,0,7
3,0,2
3,8,5
3,6,2
3,3,2
3,3,0
3,3,0
3,0,0
3,8,13
3,11,23
3,11,27
3,26,39
3,13,15
3,5,0
3,5,0
3,5,0
3,5,0
3,5,0
3,12,22
5,38,55
0,30,44
0,15,20
0,8,11
0,22,32
0,27,37
0,26,37
0,14,14
0,11,17
0,21,32
0,19,29
0,21,26
0,14,14
0,6,0
0,6,0
0,6,0
0,6,0
0,6,0
0,0,1
0,19,26
0,28,38
0,24,29
0,12,12
0,10,18
0,26,38
0,23,31
0,12,12
0,7,5
0,3,0
0,1,0
0,8,8
0,12,21
0,22,35
32,39,62
25,45,61
13,39,50
13,39,50
5,35,43
6,30,34
6,23,24
6,10,6
6,5,6
6,5,0
6,0,0
6,2,2
6,11,16
6,10,24
0,18,27
0,12,17
0,5,4
0,5,4
0,5,4
0,5,4
0,5,4
0,5,4
0,5,4
0,5,4
0,0,0
0,9,16
0,17,26
0,15,24
0,9,19
0,6,6
0,5,4
0,2,0
0,2,0
0,2,0
0,2,0
0,15,21
0,15,26
6,23,35
0,18,27
0,14,27
0,7,14
0,7,8
0,5,4
0,0,4
0,0,4
0,0,4
0,0,4
0,15,20
0,13,20
0,15,21
0,15,24
0,14,24
0,10,17
0,12,21
0,13,21
0,11,18
0,9,18
0,6,11
0,16,17
0,20,29
0,17,24
0,15,23
0,23,32
0,24,36
0,23,36
0,21,31
0,18,26
0,15,16
0,3,0
0,17,24
0,17,25
0,15,21
0,20,31
0,17,27
0,20,33
0,18,28
0,16,28
0,14,24
0,14,21
0,9,17
0,21,29
0,21,32
0,16,23
0,19,28
0,28,40
0,27,39
0,25,37
0,23,32
0,18,32
4,21,25
0,21,32
0,23,32
0,25,30
0,25,40
0,20,31
0,23,35
0,23,31
0,23,31
0,20,26
0,16,26
0,16,23
0,28,43
0,27,40
0,24,37
3,28,42
0,35,52
0,30,44
0,29,44
0,26,38
0,23,33
10,25,37
5,25,41
5,27,39
5,26,39
5,26,43
5,24,38
5,25,41
5,26,40
5,26,38
5,23,35
5,20,32
5,19,28
2,32,47
2,31,44
2,28,43
10,37,52
6,39,57
6,38,57
6,34,49
0,31,44
0,28,39
28,42,59
100,79,101
100,78,96
86,71,93
90,71,90
72,68,89
84,64,87
78,64,92
86,66,98
81,64,87
84,64,87
73,63,87
66,64,91
98,73,91
109,76,102
94,70,93
89,67,93
81,73,103
99,76,99
91,73,97
85,69,92
67,61,81
59,63,99
97,77,111
77,68,104
71,68,97
74,68,91
72,63,88
67,65,88
64,62,87
63,62,85
66,62,85
69,62,92
70,64,95
70,64,91
91,70,93
94,77,114
88,74,107
81,67,94
98,80,111
92,77,106
75,68,95
61,57,81
53,57,81
71,57,91
71,57,88
60,54,81
47,56,79
52,54,75
65,58,79
87,70,103
67,62,87
67,57,78
49,53,71
40,48,64
86,67,91
79,72,96
73,66,89
68,66,89
68,63,82
68,63,84
68,67,91
68,63,79
68,64,84
68,63,80
73,75,114
95,77,114
87,74,107
69,65,90
70,62,81
70,62,81
71,62,81
63,62,75
70,61,80
82,65,78
80,65,78
77,63,88
79,64,82
76,63,78
79,64,78
76,64,80
73,63,85
73,63,83
105,74,94
102,74,86
95,71,86
89,68,79
72,61,76
96,77,96
103,75,91
92,72,87
83,69,87
77,65,82
84,62,83
84,60,83
74,57,76
70,57,78
64,58,78
76,61,86
85,69,86
99,76,95
84,69,81
100,70,93
91,68,93
98,73,93
92,75,94
84,71,87
82,67,85
73,63,78
91,83,116
92,78,112
73,68,95
80,68,88
65,65,82
65,61,80
60,58,75
70,59,77
67,58,73
75,62,77
64,59,87
69,60,84
86,68,90
99,76,86
85,73,87
91,69,82
83,66,88
106,79,101
97,75,98
84,70,94
72,61,86
63,57,80
79,72,97
81,66,88
76,66,88
73,69,90
65,65,81
80,65,94
84,72,104
78,68,91
70,66,83
69,65,80
69,65,89
69,64,84
66,63,82
64,60,76
64,58,70
64,58,79
66,58,76
70,58,81
66,62,77
68,62,81
68,62,85
98,79,112
93,75,112
83,70,104
63,61,85
56,56,71
56,56,67
56,50,66
56,50,65
60,53,75
51,52,71
53,47,67
53,48,77
53,51,72
49,51,67
53,51,67
52,54,66
58,55,80
95,73,93
78,67,80
89,66,82
82,66,82
77,63,79
93,76,73
98,78,97
100,76,92
86,72,84
76,67,80
77,63,81
82,62,81
80,60,81
70,58,76
66,61,76
77,61,93
74,59,83
103,77,100
97,76,94
105,72,92
97,70,98
88,67,93
96,74,93
89,74,90
80,69,83
78,64,81
67,62,76
97,82,114
87,76,109
71,66,91
77,65,85
62,62,78
62,59,79
62,56,74
67,58,74
64,61,80
71,59,76
74,63,93
67,61,83
83,64,83
96,77,85
95,70,84
88,66,78
79,67,95
103,78,101
94,73,103
79,68,92
68,59,84
62,55,78
65,59,88
58,57,78
54,55,78
64,58,77
57,57,85
57,54,79
86,68,102
63,58,81
55,55,73
53,52,66
82,62,88
77,70,95
71,68,88
64,66,83
64,66,83
68,64,85
72,64,85
72,63,79
66,66,85
71,65,83
71,65,79
92,80,113
85,74,107
76,69,99
76,67,87
74,66,81
72,64,77
70,64,76
90,70,84
84,67,84
90,71,91
90,69,84
83,66,84
92,69,82
85,66,76
85,65,79
91,68,82
87,68,88
101,72,94
92,74,86
96,72,90
89,69,83
92,66,81
86,74,93
102,80,94
101,75,88
87,70,79
78,65,84
78,64,83
85,62,76
75,59,76
89,66,80
80,63,76
82,62,89
81,63,83
93,74,87
98,72,91
85,64,79
85,63,95
76,60,89
95,76,89
96,72,89
88,68,82
67,56,65
89,80,112
94,79,115
84,70,103
63,58,81
53,53,71
68,51,71
55,48,66
55,48,60
48,52,64
49,52,64
49,50,64
43,47,79
83,68,81
99,75,88
81,67,77
89,62,76
84,60,76
74,74,102
95,75,95
88,71,95
71,60,84
60,48,69
60,53,85
67,50,73
48,46,63
83,66,74
96,72,81
85,70,81
87,70,93
81,69,99
89,65,83
89,64,80
86,68,94
86,65,82
83,65,75
83,62,83
83,65,80
88,65,84
79,65,84
83,62,78
83,61,81
78,61,81
83,63,84
83,67,100
99,78,118
85,73,107
79,69,97
77,65,88
75,62,81
81,63,91
84,63,81
68,64,81
71,64,77
71,63,80
71,63,85
82,66,85
68,61,73
70,61,75
70,65,80
75,63,82
95,75,87
89,72,81
100,73,86
91,67,87
86,64,80
70,57,74
82,73,92
98,77,93
84,71,87
84,68,82
74,65,94
85,65,88
75,63,80
82,63,80
82,64,80
79,61,75
76,61,86
68,62,81
92,68,79
87,76,97
96,70,85
91,72,100
83,70,94
100,77,97
97,74,90
88,70,86
67,60,71
102,78,114
99,78,114
82,71,102
65,61,84
58,60,78
73,64,87
66,61,78
68,58,78
64,57,71
68,62,74
62,59,79
70,62,92
84,66,87
77,63,81
96,68,90
91,66,87
84,66,83
101,81,99
87,75,102
78,70,97
65,64,88
65,56,83
65,56,83
73,58,90
54,53,75
49,55,76
49,54,71
62,57,77
88,67,105
72,63,90
61,53,71
52,53,69
44,49,66
80,68,89
80,70,92
68,67,85
64,67,81
70,64,81
70,64,84
74,65,86
67,63,81
70,63,81
65,63,81
65,63,97
96,79,113
80,70,100
71,67,92
71,62,84
73,61,84
66,59,84
68,60,77
92,69,81
85,67,78
80,65,80
85,66,87
81,66,84
81,65,80
81,65,85
81,64,81
76,64,87
71,63,79
89,64,79
106,77,94
99,74,90
91,71,86
74,63,79
93,75,89
89,75,88
95,74,91
85,66,80
80,62,80
86,64,86
75,59,80
75,58,80
71,57,77
76,59,92
71,59,86
87,68,84
95,75,93
86,71,84
94,69,85
85,66,92
94,76,95
94,76,95
77,68,82
72,63,75
71,63,78
96,81,119
96,79,115
76,70,99
74,66,84
67,63,80
60,59,77
72,56,78
66,57,73
70,60,76
67,58,74
67,58,74
72,62,86
81,63,81
102,79,89
85,71,79
85,69,94
85,67,90
109,79,104
92,72,102
87,72,97
66,61,84
66,59,87
82,74,100
82,67,91
70,67,86
70,67,83
67,66,82
73,66,90
87,72,110
71,65,94
75,68,84
72,68,80
73,66,92
71,63,80
67,63,82
66,60,73
66,58,73
66,58,78
68,59,78
66,59,80
66,61,80
71,64,88
64,61,82
92,77,114
96,76,113
75,66,96
66,62,87
59,58,74
60,54,67
57,51,67
52,50,66
55,53,71
50,52,69
52,50,68
50,49,73
55,52,73
51,51,68
54,53,64
54,54,67
60,55,82
89,69,87
80,67,83
92,67,85
85,63,80
78,61,78
69,61,84
95,79,95
102,77,92
90,74,87
81,65,87
78,62,84
85,62,81
76,61,77
72,59,74
71,63,78
73,61,87
78,61,85
85,69,85
91,73,89
83,68,83
99,71,93
98,76,93
98,75,93
92,75,93
77,67,80
81,67,84
72,63,78
98,83,116
91,78,111
72,68,95
72,64,80
64,61,80
64,61,79
69,60,73
69,59,76
69,56,74
74,60,76
67,60,87
69,60,82
94,72,86
99,76,86
94,70,83
90,68,90
81,64,86
106,78,100
89,73,99
82,69,92
71,60,85
63,55,85
68,59,92
63,57,80
57,54,72
66,60,78
52,56,74
99,74,106
91,71,104
67,60,85
51,53,70
51,50,64
77,63,90
80,73,96
72,71,92
65,68,82
70,65,78
70,65,85
70,64,81
65,62,76
65,61,76
69,64,81
65,63,90
94,82,113
89,76,110
71,66,94
64,66,85
66,62,78
68,62,77
68,64,77
74,70,82
89,69,84
89,69,86
94,69,83
86,67,85
86,67,79
88,69,80
88,69,80
88,70,85
91,70,90
101,74,90
94,74,88
98,71,85
84,66,77
96,70,84
87,71,91
97,79,92
104,77,92
89,73,83
74,62,79
79,63,79
87,64,77
82,63,77
75,63,77
81,62,78
78,60,83
84,65,83
94,76,91
94,71,86
87,66,80
85,63,98
86,73,92
92,78,92
98,75,89
80,64,75
70,58,66
66,65,114
96,76,114
86,72,106
66,60,84
46,48,64
64,53,74
56,51,70
55,54,72
49,51,67
51,51,61
51,53,71
46,50,75
45,48,72
92,72,83
83,68,77
90,63,79
77,58,78
73,70,103
98,77,97
84,68,93
72,62,85
62,50,71
56,49,80
70,49,75
52,42,59
80,66,77
80,72,83
89,71,87
92,75,109
84,71,102
88,67,84
81,64,75
81,69,97
88,67,86
85,64,74
85,62,74
82,62,74
82,62,88
78,68,88
86,65,78
80,64,83
80,64,83
78,61,79
91,79,110
98,79,119
87,75,108
77,66,89
79,65,85
80,63,81
76,66,88
76,63,80
69,65,83
74,65,83
74,65,81
74,63,88
76,63,79
69,61,73
72,62,78
78,64,78
74,63,83
69,59,80
91,75,88
100,75,88
93,68,86
82,63,75
73,58,68
84,72,92
94,76,90
86,73,90
86,70,84
68,65,87
89,66,87
75,64,81
84,68,89
84,65,82
82,61,78
69,60,82
71,61,82
94,71,81
106,74,91
99,71,85
86,66,84
77,67,89
103,79,100
99,76,94
79,67,83
69,62,75
95,79,110
94,77,111
84,73,103
68,63,87
71,60,79
69,57,84
69,59,81
63,55,74
66,55,74
62,57,74
69,63,83
69,61,96
69,65,89
86,66,80
86,65,81
85,68,82
78,65,102
82,65,102
88,76,100
73,66,90
62,59,82
49,52,76
72,54,84
72,56,80
57,55,77
50,54,74
50,55,74
62,59,78
84,68,100
75,65,93
62,55,76
47,50,67
36,46,62
84,67,87
75,69,89
70,67,85
66,67,85
73,64,89
73,63,85
66,65,87
69,63,82
63,64,82
66,63,80
96,82,116
101,80,116
83,72,104
67,64,87
75,64,87
67,61,78
67,59,75
72,61,72
96,71,82
83,69,79
83,67,84
88,68,86
82,68,86
82,66,81
85,67,82
81,66,82
81,66,90
72,65,83
103,79,88
99,76,88
92,70,84
86,67,81
77,63,81
94,77,93
100,76,91
97,76,91
78,67,79
76,62,82
89,64,87
79,60,79
69,58,75
73,58,77
75,60,85
74,60,83
91,70,87
97,76,94
105,71,93
97,69,87
88,67,90
96,74,90
96,77,96
81,70,84
79,65,81
73,63,76
96,82,114
88,77,110
77,72,101
77,65,86
62,58,78
62,58,79
62,57,73
64,57,71
73,57,74
67,59,74
76,65,95
68,62,90
83,65,84
96,77,87
86,72,80
89,67,78
78,67,96
111,81,106
95,74,104
79,68,92
69,63,84
62,58,79
79,71,97
72,68,92
72,65,87
76,68,87
71,67,85
75,64,90
82,70,105
73,66,97
75,70,87
69,67,78
65,67,88
68,64,82
68,62,81
68,62,77
68,60,74
61,58,77
71,60,77
67,58,80
70,60,76
65,60,76
65,59,80
107,78,112
98,78,112
79,68,99
69,64,83
62,59,76
64,54,70
57,50,64
57,50,64
56,54,72
53,52,72
53,50,72
51,48,72
51,51,68
55,54,69
57,54,65
50,53,66
61,55,82
91,71,91
82,69,85
93,68,87
90,65,80
73,61,76
69,57,76
95,76,94
99,76,96
94,74,90
84,65,79
73,61,78
87,65,85
75,59,76
80,59,82
71,58,79
76,59,90
72,59,80
86,67,83
94,75,91
101,71,87
92,69,84
84,65,89
99,77,101
93,76,95
79,68,84
74,64,79
71,64,79
95,83,118
84,75,106
75,70,97
72,63,80
60,58,80
60,58,80
74,62,81
62,57,72
69,62,79
68,59,75
72,62,91
69,62,85
84,64,81
92,75,84
83,70,77
92,69,94
75,67,95
107,79,103
91,72,100
75,67,88
65,61,82
67,61,85
64,58,83
64,55,78
67,59,77
59,56,72
52,56,72
61,55,84
82,66,98
70,61,88
52,54,70
49,55,82
42,53,76
81,70,93
70,68,88
66,68,88
73,66,80
68,63,85
70,63,85
70,63,79
64,65,83
66,65,83
66,64,90
96,81,116
89,77,112
72,67,96
74,65,88
68,63,81
71,63,79
68,63,73
68,61,73
93,72,91
88,71,87
88,68,80
88,67,86
88,67,78
88,67,80
91,68,83
86,68,85
93,72,93
98,71,91
90,71,89
102,71,87
86,67,79
89,68,82
91,73,94
100,78,92
100,73,87
93,73,82
76,64,82
76,63,78
67,59,71
81,65,78
84,63,76
84,63,83
80,63,86
79,61,83
96,77,92
95,72,87
80,62,75
86,64,100
88,71,88
94,77,90
100,74,90
84,65,76
65,53,62
68,51,77
92,78,117
89,74,109
68,62,88
49,51,68
62,49,70
54,50,65
56,48,65
58,49,65
58,51,65
47,48,65
42,46,76
50,46,74
97,72,83
81,65,77
78,61,80
81,58,81
109,83,104
101,79,101
85,70,96
75,58,80
66,52,70
61,46,54
57,41,35
48,41,35
78,64,65
83,61,70
83,61,68
84,62,68
79,61,65
79,61,67
81,60,59
69,62,59
69,60,59
65,60,59
88,66,69
80,63,62
83,60,64
85,63,69
85,63,69
79,57,56
73,64,63
69,61,58
63,59,58
52,53,46
74,55,53
80,66,71
80,62,68
85,62,68
82,61,65
71,56,56
62,51,46
80,65,62
69,61,58
65,61,58
67,59,58
64,59,58
64,59,58
64,59,54
64,59,56
64,59,54
64,59,54
64,59,54
64,59,54
59,57,50
53,54,44
94,73,93
100,78,90
96,74,91
89,74,85
72,69,92
66,65,86
78,65,82
87,66,82
81,62,76
85,62,79
71,60,83
65,61,81
98,74,89
108,75,94
93,69,82
89,69,83
80,68,91
100,77,96
92,73,90
83,68,83
68,63,70
60,63,104
96,77,113
78,68,98
70,64,90
75,61,82
69,62,85
69,62,83
65,59,76
64,59,76
64,59,76
71,60,79
66,61,88
70,61,82
90,67,77
94,73,88
88,70,83
80,65,82
98,80,105
92,77,105
75,67,94
61,61,85
53,56,79
69,56,86
69,56,86
59,53,80
51,55,77
51,57,74
65,57,76
87,69,103
67,61,86
67,56,79
48,52,70
40,44,61
86,68,89
78,71,93
73,66,87
67,66,83
68,63,84
68,62,82
68,67,91
68,62,78
67,64,81
67,64,77
72,76,116
95,77,114
86,73,107
68,68,90
69,63,81
69,63,81
69,63,81
65,60,74
65,64,85
83,67,81
79,65,77
79,65,84
76,65,81
76,65,77
76,65,77
75,65,78
75,65,85
75,65,82
104,80,90
101,75,88
95,72,88
88,69,80
72,61,76
96,77,95
102,77,93
91,73,86
82,69,82
77,64,81
86,63,84
81,61,82
73,61,78
70,63,78
63,60,76
79,61,86
85,69,84
98,76,94
83,69,80
99,72,92
91,69,92
97,75,92
92,75,92
84,71,85
81,67,83
72,63,77
91,83,116
91,78,111
73,68,95
78,68,88
63,61,80
64,61,83
59,58,76
67,58,76
67,59,74
73,59,77
65,59,86
69,59,84
83,65,84
99,77,86
91,73,87
91,69,82
83,66,88
106,78,100
96,75,97
84,70,93
72,65,85
64,60,80
82,72,98
80,66,88
74,66,90
76,69,91
67,65,84
78,65,92
85,72,105
78,68,91
71,66,82
67,65,78
67,65,88
67,64,83
67,64,82
67,62,76
64,59,70
65,58,77
67,59,77
67,59,80
66,61,76
68,61,83
68,61,83
101,79,112
93,75,111
82,70,102
63,60,84
57,56,71
62,56,71
56,50,66
56,49,66
56,52,71
54,54,71
50,51,65
54,50,72
52,50,68
52,50,65
52,50,68
52,54,68
58,55,80
95,73,94
78,71,88
89,67,82
83,67,82
76,61,79
93,75,96
98,78,96
99,76,92
86,71,88
76,66,80
76,62,80
83,62,81
78,60,81
83,61,84
67,62,79
76,62,94
74,61,82
103,78,102
97,76,96
104,71,92
96,70,97
87,67,92
95,73,92
88,74,89
79,69,82
78,64,79
72,72,112
97,81,113
87,76,108
70,65,91
75,65,86
62,62,79
62,59,78
62,57,73
64,57,69
66,62,79
70,59,75
74,63,92
68,60,81
81,62,82
96,77,87
95,70,85
87,66,79
78,66,95
103,78,102
93,73,103
78,68,90
68,62,82
61,57,77
64,57,87
59,56,77
63,54,77
63,58,75
56,57,83
56,54,78
86,68,102
63,57,81
55,55,72
52,52,66
80,62,87
83,70,96
72,69,88
67,66,83
67,66,83
69,66,84
69,66,85
69,66,82
65,67,85
70,65,82
70,65,78
91,79,112
85,73,107
76,69,99
77,68,91
73,65,83
73,63,83
67,63,75
86,68,80
82,66,83
87,71,90
90,69,84
84,66,84
91,67,81
86,65,77
90,69,87
90,68,81
90,67,87
101,71,92
93,74,88
96,72,88
88,68,81
91,66,81
86,73,91
102,80,93
101,74,88
85,70,79
79,65,84
79,66,84
83,61,75
74,59,72
88,66,80
78,62,74
84,63,88
80,62,83
93,74,88
98,72,90
84,64,78
83,64,95
75,62,88
95,76,90
96,72,88
87,67,80
66,55,63
88,80,112
93,79,115
83,70,102
63,58,81
52,53,71
64,52,70
50,51,66
56,49,62
49,52,66
49,54,68
49,51,68
43,48,77
80,67,79
100,75,88
81,67,77
88,62,87
83,60,81
105,81,102
94,75,95
88,71,95
72,60,82
59,49,69
59,53,85
67,50,73
50,46,63
81,67,80
88,66,76
76,64,85
109,81,112
90,72,98
76,62,78
76,61,74
72,65,90
68,63,84
68,63,77
63,61,74
86,69,85
81,66,81
81,66,85
81,66,80
72,61,74
75,64,78
68,63,78
68,63,91
96,80,116
79,71,104
72,67,96
75,67,80
85,68,85
81,68,90
70,64,90
83,59,84
91,72,84
74,67,83
71,66,90
64,64,85
68,61,72
68,61,72
74,68,89
83,65,97
80,67,85
97,72,85
104,75,85
90,68,82
87,64,76
69,60,72
84,70,89
99,77,91
90,76,91
82,71,82
73,67,91
87,63,80
74,64,74
81,64,70
84,65,77
80,63,75
73,62,86
70,64,75
88,64,69
97,69,83
96,67,73
91,64,91
82,64,86
100,72,81
96,69,76
87,66,71
66,61,68
107,78,117
99,78,117
82,72,101
65,65,84
57,60,75
73,61,80
66,58,70
69,58,70
67,59,65
70,62,67
67,60,72
65,58,94
80,64,82
75,64,74
95,67,78
87,64,71
84,64,80
100,81,95
86,74,94
76,69,89
62,56,73
66,52,72
66,52,84
71,52,79
53,57,72
57,65,75
53,58,67
67,59,74
87,75,110
70,66,93
58,57,72
50,53,62
40,49,60
79,63,78
79,67,78
71,64,71
66,63,72
66,63,72
71,63,77
71,63,66
67,63,68
68,61,65
67,64,76
67,63,94
97,79,113
80,71,100
71,67,90
70,65,84
73,65,85
66,63,83
70,63,77
93,67,81
86,64,75
81,64,77
81,67,91
81,67,87
81,67,77
83,67,77
83,67,89
76,67,99
72,66,85
89,72,85
102,76,82
98,73,82
92,73,83
74,64,81
93,80,96
89,78,92
94,75,88
85,69,85
80,66,85
86,68,86
76,64,73
76,64,74
72,62,71
77,66,87
71,63,82
88,71,85
93,71,85
85,68,75
93,68,75
84,63,83
98,74,87
93,73,80
77,65,71
69,59,64
74,60,64
98,83,120
94,80,115
76,70,98
76,66,83
68,62,78
62,59,77
73,62,73
67,60,68
67,61,67
66,59,67
66,59,64
73,60,78
82,62,73
101,77,83
83,70,71
88,66,71
82,62,82
107,78,101
91,71,96
86,71,90
65,60,78
65,56,85
61,53,81
65,51,72
71,63,78
63,60,78
57,60,68
60,56,77
93,71,105
72,63,89
54,55,68
60,55,62
45,53,70
58,53,61
49,50,55
53,51,55
45,46,47
54,53,80
58,51,65
59,57,75
59,62,75
55,60,69
58,61,70
100,83,117
94,78,113
74,67,96
64,61,85
50,57,69
55,54,68
61,55,68
55,53,60
60,53,57
54,51,57
53,49,54
53,49,68
50,49,72
62,57,72
60,57,69
54,57,66
55,55,73
91,74,86
84,72,81
89,67,77
84,63,72
75,59,65
66,61,84
87,74,94
80,70,86
104,79,92
83,73,89
75,67,85
68,62,78
82,63,73
75,61,69
84,62,71
84,62,85
77,62,80
93,69,80
101,73,84
94,70,77
90,67,67
87,69,90
84,68,84
105,77,91
87,69,76
76,63,66
82,65,70
102,80,114
93,78,111
73,68,93
71,68,76
66,66,76
67,61,75
64,56,67
72,57,67
75,60,69
68,60,69
68,59,86
69,57,73
92,71,82
87,69,80
84,65,72
82,65,71
82,65,91
102,79,95
84,69,91
75,63,84
71,57,71
88,58,89
81,56,82
69,61,80
63,60,74
55,58,69
58,55,64
93,77,104
83,74,101
65,63,82
52,55,63
47,53,58
67,60,74
77,68,76
77,66,82
70,66,83
73,63,80
73,63,88
73,63,83
69,61,76
69,59,70
69,64,77
65,71,105
93,82,112
87,76,108
70,70,91
63,65,83
65,63,75
67,62,79
67,62,74
86,67,77
91,67,77
87,66,80
94,71,88
84,69,82
87,68,86
91,71,89
85,66,80
88,68,82
89,68,89
101,77,89
94,74,84
98,70,84
84,67,84
93,69,84
89,73,88
95,78,97
102,78,95
89,74,90
75,66,81
75,66,81
87,65,80
81,64,73
81,62,78
84,67,76
77,66,85
83,69,85
92,73,80
94,69,80
87,65,73
84,64,98
87,69,85
93,78,89
97,72,82
79,62,75
69,57,58
87,81,111
95,77,113
86,72,105
67,67,87
52,58,71
67,60,78
53,57,67
51,54,63
51,54,63
49,52,58
49,54,60
48,52,77
51,54,72
94,76,84
85,72,77
88,64,77
75,59,80
75,69,96
98,76,100
83,67,95
72,61,83
62,54,72
57,50,77
71,54,79
52,53,74
78,71,85
89,71,85
87,73,90
91,78,109
84,75,103
86,68,84
79,64,71
86,70,98
86,69,84
86,65,79
79,62,73
81,62,73
81,62,91
79,65,85
86,64,76
82,62,66
82,62,70
75,59,70
106,80,118
98,79,114
87,73,103
82,67,88
80,64,88
82,64,84
86,62,87
78,62,79
68,62,73
68,60,73
76,66,82
71,66,92
71,66,84
75,66,79
73,63,74
73,63,71
73,63,71
68,67,83
95,78,91
101,77,86
92,68,74
83,68,74
74,64,69
86,71,88
94,75,97
94,79,97
85,73,85
69,68,85
90,67,82
76,66,74
87,65,74
85,66,80
82,63,74
78,65,83
72,64,78
91,68,72
106,71,77
98,68,72
86,65,77
75,66,79
102,73,85
99,68,78
79,61,68
69,61,63
94,79,110
95,77,112
84,72,104
68,67,87
72,63,78
72,60,79
65,60,72
66,58,68
68,58,68
68,60,69
65,62,81
69,61,96
70,64,83
83,69,76
87,69,84
85,66,71
80,63,88
90,73,96
88,74,95
72,64,82
64,58,75
48,50,75
71,53,79
68,50,72
57,57,71
52,60,71
47,57,65
64,59,73
81,70,103
73,67,96
60,57,74
42,48,56
36,48,64
82,62,78
75,67,74
69,64,74
66,64,71
71,61,80
71,62,78
67,62,68
67,61,68
67,61,68
67,61,68
96,83,116
100,81,116
82,72,103
66,68,93
72,68,88
67,65,83
67,63,82
67,63,78
96,68,84
88,66,79
83,66,78
85,71,97
80,70,86
85,70,81
85,69,79
78,69,87
78,69,102
72,68,88
103,80,80
99,77,83
92,71,79
85,68,79
77,65,83
94,81,98
100,78,94
97,78,89
77,68,81
82,67,84
87,67,84
82,65,74
70,63,74
73,61,74
79,67,89
76,63,83
91,74,89
96,72,84
104,73,85
95,70,78
88,65,81
97,72,83
97,73,80
80,66,71
76,60,65
70,60,70
101,82,115
87,75,109
77,70,100
80,66,91
64,63,75
64,63,82
66,61,70
63,61,70
68,60,70
68,57,66
70,61,86
65,59,80
86,63,75
95,76,80
86,71,73
88,66,73
77,64,95
110,79,105
93,72,94
78,67,85
68,61,79
62,55,75
68,54,82
68,51,74
59,58,78
65,60,74
61,60,70
63,56,78
85,70,101
73,65,92
57,57,72
54,52,63
48,51,72
53,53,62
56,50,60
56,53,60
46,47,52
69,51,72
61,50,65
63,60,78
55,58,71
59,60,71
60,62,70
104,81,117
96,79,116
77,68,98
60,57,77
49,53,68
56,54,71
54,52,64
59,52,60
62,52,58
51,49,58
54,50,58
60,50,71
52,57,74
46,57,74
62,57,67
49,54,61
58,57,75
94,72,85
91,70,83
91,69,83
78,60,68
69,56,68
69,63,87
88,75,96
116,81,97
108,79,94
86,69,76
70,69,84
70,65,79
73,62,73
77,62,73
88,64,73
81,62,86
80,65,77
95,70,80
103,75,88
88,69,76
92,69,69
86,66,83
81,67,78
99,68,78
90,70,77
76,64,69
76,60,64
106,80,114
86,74,106
76,69,96
68,69,79
70,63,71
70,60,77
67,57,69
69,59,69
63,59,69
70,62,70
64,58,79
68,58,75
93,66,76
92,69,80
86,66,74
86,63,74
87,71,93
104,78,93
83,70,90
68,58,79
75,57,74
76,59,88
77,57,77
